 word , count 
work,11
environment,5
No,4
move,3
easy,3
customers,3
long,3
pay,3
company,3
oriented,2
seems,2
young,2
get,2
results,2
know,2
helpful,2
cars|,2
hard,2
Very,2
dealership,2
schedule,2
Work,2
like,2
training,2
People,2
pay|,2
engineer,2
working,2
much,2
flexible,2
life,2
balance,2
cons,2
process,2
dealer,2
benefits|,2
poor,2
The,2
laid,2
atmosphere,1
saturated,1
feedback,1
reliant,1
commissions,1
U.K.,1
trade,1
stability,1
dog,1
managers,1
relationships,1
slow,1
pointing,1
personal,1
workers,1
Honda,1
stress|,1
actually,1
freedoms,1
willing,1
favourite,1
un,1
someone,1
around,1
auto,1
slow|,1
people|,1
every,1
hands,1
goodFuture,1
one,1
success|,1
easily,1
name,1
upper,1
approach,1
withCars,1
social|,1
bad,1
boring|,1
difficult,1
lines,1
development,1
right,1
often,1
people,1
back,1
culture,1
depends,1
expect,1
miserable,1
insurance,1
best,1
plans,1
even,1
total,1
stressful,1
lack,1
visiting,1
away,1
learn|,1
fingers,1
respect|,1
clique|,1
bonuses,1
health,1
leadership|,1
method,1
perfect,1
never,1
assembly,1
This,1
end|,1
possibility,1
hours,1
pressure,1
job,1
making,1
based|,1
burocratic,1
change,1
flaky|,1
cop,1
benefits,1
Car|,1
anything,1
technical,1
country,1
industry,1
experience,1
times,1
reprimanded,1
alot,1
improvement,1
whole,1
think,1
executives,1
fantastic,1
useful,1
Micro-management|,1
Decision,1
peopleGreat,1
highly,1
morale,1
Also,1
flexibility,1
Dealership,1
Low,1
competitiveWeak,1
Ohio,1
carry,1
managing,1
quality,1
better,1
management,1
networking,1
positive,1
housing,1
low,1
lot,1
Pay,1
scheme,1
peopleStructured,1
asset,1
lowering,1
Benefits,1
pretty,1
enough,1
hr,1
brand,1
training|,1
exciting|,1
great,1
failure,1
pricey,1
commissioned,1
ManufacturerPay,1
foggy,1
trying,1
eat,1
buying,1
plants,1
anxiety,1
join,1
Can,1
Lied,1
crowdStructured,1
So,1
monotonous,1
hoursnot,1
're,1
cafeteria|,1
time,1
many,1
situation,1
appraisal,1
Market,1
challenging,1
links,1
Some,1
site,1
drive,1
Toxic,1
say,1
diverse,1
want,1
walks,1
scheduling,1
times|,1
seem,1
education,1
overtime|,1
sell,1
funny,1
back|,1
answer,1
make,1
food|,1
varies,1
take,1
test,1
Opportunity,1
nice,1
well|,1
Lower,1
's,1
hours|,1
In,1
management|,1
Dog,1
paid,1
holidays,1
abuse,1
plan,1
opportunity,1
mentally,1
egotistical,1
strategic,1
dealers,1
programs,1
space,1
well,1
It,1
departments,1
lots,1
|easy,1
organization,1
thats,1
Saturday,1
others,1
travel,1
