 word , count 
good,4
Lack,3
work,3
workers,2
team,2
new,2
missing,2
co,2
working,2
chances,1
lack,1
cross,1
innovative,1
go,1
RRHH,1
thinking,1
opportunities,1
systems,1
help|,1
teams.Good,1
slows,1
food,1
Many,1
watch,1
mention,1
pression,1
projects,1
standards,1
Minimum,1
generations,1
Management,1
old,1
leaders,1
carreer,1
phones,1
atmosfere|,1
direct,1
global,1
culture,1
growth,1
investment,1
transport,1
Good,1
That,1
increase,1
pto|,1
cooperation,1
Nothing,1
leadership|,1
shows,1
Poor,1
Work,1
exiting|,1
possibility,1
job,1
Place,1
relaxation,1
approval,1
improved,1
service,1
ahead,1
many,1
employees,1
good|,1
available|,1
experience,1
tv,1
place,1
executives,1
No,1
communication,1
responsibilities|,1
functional,1
highly,1
respect,1
given,1
management,1
support,1
salary|,1
gym,1
Well,1
benefits,1
hire,1
friendly,1
compensation,1
intersting,1
capacitation,1
balance,1
location|,1
Slow,1
process,1
organized,1
high,1
adquire,1
pay,1
ideas,1
SOP,1
without,1
brand,1
conflict,1
skilled,1
fav,1
management|,1
includes,1
VW,1
opportunity,1
grow,1
promotions,1
vacations|,1
organization,1
pace|,1
hecktic|,1
time,1
position,1
spend,1
