href
"Serious off-road capability few other competitors can match,Variety of configurations to suit many buyers and price points,Versatile cargo area, especially with optional slide out,Choppy ride quality compared to more modern crossovers,Standard V6 is not particularly fuel-efficient,Tall step-in height makes for ungraceful entry and exit"
